species_sci,wcvp_matched_name,wcvp_status,accepted_name,accepted_authors,accepted_family,accepted_genus,accepted_rank,powo_id,powo_match_type
Cousinia carduncelloidea Regel & Schmalh.,Cousinia carduncelloidea Regel & Schmalh.,Accepted,Cousinia carduncelloidea,Regel & Schmalh.,Asteraceae,Cousinia,Species,198753-1,exact_full
Cousinia chlorantha Kult.,Cousinia chlorantha Kult.,Synonym,Arctium chloranthum,"(Kult.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112844-1,exact_full
Cousinia chrysantha Kult.,Cousinia chrysantha Kult.,Accepted,Cousinia chrysantha,Kult.,Asteraceae,Cousinia,Species,198779-1,exact_full
Cousinia congesta Bunge,Cousinia congesta Bunge,Accepted,Cousinia congesta,Bunge,Asteraceae,Cousinia,Species,198789-1,exact_full
Cousinia coronata Franch.,Cousinia coronata Franch.,Accepted,Cousinia coronata,Franch.,Asteraceae,Cousinia,Species,198793-1,exact_full
Cousinia decurrentifolia Juz. ex Tscherneva,Cousinia decurrentifolia Juz. ex Tscherneva,Accepted,Cousinia decurrentifolia,Juz. ex Tscherneva,Asteraceae,Cousinia,Species,198816-1,exact_full
Cousinia dichotoma Bunge,Cousinia dichotoma Bunge,Accepted,Cousinia dichotoma,Bunge,Asteraceae,Cousinia,Species,198821-1,exact_full
Cousinia dichromata Kult.,Cousinia dichromata Kult.,Accepted,Cousinia dichromata,Kult.,Asteraceae,Cousinia,Species,198823-1,exact_full
Cousinia dimoana Kult.,Cousinia dimoana Kult.,Accepted,Cousinia dimoana,Kult.,Asteraceae,Cousinia,Species,198825-1,exact_full
Cousinia dissectifolia Kult.,Cousinia dissectifolia Kult.,Accepted,Cousinia dissectifolia,Kult.,Asteraceae,Cousinia,Species,198830-1,exact_full
Cousinia dolichoclada Juz.,Cousinia dolichoclada Juz.,Accepted,Cousinia dolichoclada,Juz.,Asteraceae,Cousinia,Species,198832-1,exact_full
Cousinia dolichophylla Kult.,Cousinia dolichophylla Kult.,Synonym,Arctium dolichophyllum,"(Kult.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112857-1,exact_full
Cousinia dshisakensis Kult.,Cousinia dshisakensis Kult.,Accepted,Cousinia dshisakensis,Kult.,Asteraceae,Cousinia,Species,198837-1,exact_full
Cousinia dubia Popov,Cousinia dubia Popov,Accepted,Cousinia dubia,Popov,Asteraceae,Cousinia,Species,198839-1,exact_full
Cousinia egregia Kult.,Cousinia egregia Juz.,Synonym,Arctium egregium,"(Juz.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112858-1,exact_name_unique
Cousinia erectispina Tscherneva,Cousinia erectispina Tscherneva,Accepted,Cousinia erectispina,Tscherneva,Asteraceae,Cousinia,Species,198854-1,exact_full
Cousinia eriotricha Juz.,Cousinia eriotricha Juz.,Accepted,Cousinia eriotricha,Juz.,Asteraceae,Cousinia,Species,198862-1,exact_full
Cousinia eugenii Kult.,Cousinia eugenii Kult.,Accepted,Cousinia eugenii,Kult.,Asteraceae,Cousinia,Species,198868-1,exact_full
Cousinia fallax C. Winkl.,Cousinia fallax C.Winkl.,Accepted,Cousinia fallax,C.Winkl.,Asteraceae,Cousinia,Species,198875-1,exact_full
Cousinia fascicularis Juz.,Cousinia fascicularis Juz.,Accepted,Cousinia fascicularis,Juz.,Asteraceae,Cousinia,Species,198877-1,exact_full
Cousinia ferganensis Bornm.,Cousinia ferghanensis Bornm.,Accepted,Cousinia ferghanensis,Bornm.,Asteraceae,Cousinia,Species,198880-1,canon_exact
Cousinia fetissowii C. Winkl.,Cousinia fetissowii C.Winkl.,Accepted,Cousinia fetissowii,C.Winkl.,Asteraceae,Cousinia,Species,198883-1,exact_full
Cousinia finitima Juz.,Cousinia finitima Juz.,Accepted,Cousinia finitima,Juz.,Asteraceae,Cousinia,Species,198884-1,exact_full
Cousinia franchetii C. Winkl.,Cousinia franchetii C.Winkl.,Accepted,Cousinia franchetii,C.Winkl.,Asteraceae,Cousinia,Species,198891-1,exact_full
Cousinia glabriseta Kult.,Cousinia glabriseta Kult.,Accepted,Cousinia glabriseta,Kult.,Asteraceae,Cousinia,Species,198909-1,exact_full
Cousinia glaphyrocephala Jux. ex Tscherneva,Cousinia glaphyrocephala Juz. ex Tscherneva,Accepted,Cousinia glaphyrocephala,Juz. ex Tscherneva,Asteraceae,Cousinia,Species,198912-1,exact_name_unique
Cousinia gnezdilloi Tscherneva,Cousinia gnezdilloi Tschern.,Accepted,Cousinia gnezdilloi,Tschern.,Asteraceae,Cousinia,Species,198919-1,exact_name_unique
Cousinia gontscharovii Juz.,Cousinia gontscharowii Juz.,Accepted,Cousinia gontscharowii,Juz.,Asteraceae,Cousinia,Species,198921-1,canon_exact
Cousinia grisea Kult.,Cousinia grisea Kult.,Accepted,Cousinia grisea,Kult.,Asteraceae,Cousinia,Species,198931-1,exact_full
Cousinia haesitabunda Juz.,Cousinia haesitabunda Juz.,Synonym,Arctium haesitabundum,"(Juz.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112845-1,exact_full
Cousinia hamadae Juz.,Cousinia hamadae Juz.,Accepted,Cousinia hamadae,Juz.,Asteraceae,Cousinia,Species,77101990-1,exact_full
Cousinia haplophilla Tscherneva,Cousinia hoplophylla Tschern.,Accepted,Cousinia hoplophylla,Tschern.,Asteraceae,Cousinia,Species,198963-1,canon_fuzzy1
Cousinia horrescens Juz.,Cousinia horrescens Juz.,Synonym,Arctium horrescens,"(Juz.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112867-1,exact_full
Cousinia horridula Juz.,Cousinia horridula Juz.,Accepted,Cousinia horridula,Juz.,Asteraceae,Cousinia,Species,198967-1,name_multi_author_ok
Cousinia integrifolia Franch.,Cousinia integrifolia Franch.,Accepted,Cousinia integrifolia,Franch.,Asteraceae,Cousinia,Species,198986-1,exact_full
Cousinia juzepczukii Tscherneva,Cousinia juzepczukii Tscherneva,Accepted,Cousinia juzepczukii,Tscherneva,Asteraceae,Cousinia,Species,198998-1,exact_full
Cousinia karatavica Regel & Schmalh.,Cousinia karatavica Regel & Schmalh.,Synonym,Arctium karatavicum,(Regel & Schmalh.) Kuntze,Asteraceae,Arctium,Species,178376-1,exact_full
Cousinia kokanica Regel & Schmalh.,Cousinia kokanica Regel & Schmalh.,Accepted,Cousinia kokanica,Regel & Schmalh.,Asteraceae,Cousinia,Species,199016-1,exact_full
Cousinia korolkowii Regel & Schmalh.,Cousinia korolkowi Regel & Schmalh.,Synonym,Arctium korolkowii,Kuntze,Asteraceae,Arctium,Species,178380-1,canon_exact
Cousinia krauseana Regel & Schmalh.,Cousinia krauseana Regel & Schmalh.,Accepted,Cousinia krauseana,Regel & Schmalh.,Asteraceae,Cousinia,Species,199027-1,exact_full
Cousinia kuekenthalii Bornm.,Cousinia kuekenthalii Bornm.,Accepted,Cousinia kuekenthalii,Bornm.,Asteraceae,Cousinia,Species,199028-1,exact_full
Cousinia laetevirens C. Winkl.,Cousinia laetevirens C.Winkl.,Accepted,Cousinia laetevirens,C.Winkl.,Asteraceae,Cousinia,Species,199035-1,exact_full
Cousinia lanata C. Winkl.,Cousinia lanata C.Winkl.,Accepted,Cousinia lanata,C.Winkl.,Asteraceae,Cousinia,Species,199038-1,exact_full
Cousinia laniceps Juz.,Cousinia laniceps (Bornm.) Juz.,Accepted,Cousinia laniceps,(Bornm.) Juz.,Asteraceae,Cousinia,Species,199040-1,exact_name_unique
Cousinia lappacea Schrenk,Cousinia lappacea Schrenk ex Fisch. & C.A.Mey.,Synonym,Arctium lappaceum,(Schrenk ex Fisch. & C.A.Mey.) Kuntze,Asteraceae,Arctium,Species,178387-1,exact_name_unique
Cousinia leptacantha Juz.,Cousinia leptacantha Rech.f. & Köie,Synonym,Cousinia tenuispina,Rech.f.,Asteraceae,Cousinia,Species,199377-1,exact_name_unique
Cousinia leptacma Tschern.,Cousinia leptacma Tschern.,Accepted,Cousinia leptacma,Tschern.,Asteraceae,Cousinia,Species,199052-1,exact_full
Cousinia leptoclada M. Kult.,Cousinia leptoclada Kult.,Accepted,Cousinia leptoclada,Kult.,Asteraceae,Cousinia,Species,199055-1,exact_name_unique
Cousinia leptocladoides Tscherneva,Cousinia leptocladoides Tschern.,Accepted,Cousinia leptocladoides,Tschern.,Asteraceae,Cousinia,Species,199056-1,exact_name_unique
Cousinia litvinovii Kult.,,,,,,,,,not_found
Cousinia macilenta C. Winkl.,Cousinia macilenta C.Winkl.,Synonym,Arctium macilentum,"(C.Winkl.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112861-1,exact_full
Cousinia maracandica Juz.,Cousinia maracandica Juz.,Accepted,Cousinia maracandica,Juz.,Asteraceae,Cousinia,Species,199086-1,exact_full
Cousinia medians Juz.,Cousinia medians Juz.,Synonym,Arctium medians,"(Juz.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112846-1,exact_full
Cousinia microcarpa Boiss.,Cousinia microcarpa Boiss.,Accepted,Cousinia microcarpa,Boiss.,Asteraceae,Cousinia,Species,199099-1,exact_full
Cousinia mogoltavica Tscherneva & Vved.,Cousinia mogoltavica Tschern. & Vved.,Accepted,Cousinia mogoltavica,Tschern. & Vved.,Asteraceae,Cousinia,Species,199109-1,exact_name_unique
Cousinia mollis Schrenk,Cousinia mollis Schrenk,Accepted,Cousinia mollis,Schrenk,Asteraceae,Cousinia,Species,199110-1,exact_full
Cousinia neglecta Juz.,Cousinia neglecta Juz.,Accepted,Cousinia neglecta,Juz.,Asteraceae,Cousinia,Species,199123-1,exact_full
Cousinia newesskiana Winkl.,Cousinia newesskyana C.Winkl.,Accepted,Cousinia newesskyana,C.Winkl.,Asteraceae,Cousinia,Species,199128-1,canon_exact
Cousinia ninae Juz.,Cousinia ninae Juz.,Accepted,Cousinia ninae,Juz.,Asteraceae,Cousinia,Species,199129-1,exact_full
Cousinia olgae Regel & Schmalh.,Cousinia olgae Regel & Schmalh.,Accepted,Cousinia olgae,Regel & Schmalh.,Asteraceae,Cousinia,Species,199140-1,exact_full
Cousinia omphalodes Tscherneva,Cousinia omphalodes Tscherneva,Accepted,Cousinia omphalodes,Tscherneva,Asteraceae,Cousinia,Species,199145-1,exact_full
Cousinia oopoda Juz.,Cousinia oopoda Juz.,Accepted,Cousinia oopoda,Juz.,Asteraceae,Cousinia,Species,199149-1,exact_full
Cousinia orthacantha Tscherneva,Cousinia orthacantha Tscherneva,Accepted,Cousinia orthacantha,Tscherneva,Asteraceae,Cousinia,Species,199156-1,exact_full
Cousinia ortholepis Juz.,Cousinia ortholepis Juz. ex Tscherneva,Accepted,Cousinia ortholepis,Juz. ex Tscherneva,Asteraceae,Cousinia,Species,199158-1,exact_name_unique
Cousinia outichaschensis Franch.,Cousinia outichaschensis Franch.,Accepted,Cousinia outichaschensis,Franch.,Asteraceae,Cousinia,Species,199161-1,exact_full
Cousinia oxiana Tscherneva,Cousinia oxiana Tscherneva,Accepted,Cousinia oxiana,Tscherneva,Asteraceae,Cousinia,Species,199163-1,exact_full
Cousinia pannosa C. Winkl.,Cousinia pannosa C.Winkl.,Accepted,Cousinia pannosa,C.Winkl.,Asteraceae,Cousinia,Species,199170-1,exact_full
Cousinia patentispina Tscherneva,Cousinia patentispina Tscherneva,Accepted,Cousinia patentispina,Tscherneva,Asteraceae,Cousinia,Species,199175-1,exact_full
Cousinia pauciramosa Kult.,Cousinia pauciramosa Kult.,Accepted,Cousinia pauciramosa,Kult.,Asteraceae,Cousinia,Species,199177-1,exact_full
Cousinia pentacanthoides Juz. ex Tscherneva,Cousinia pentacanthoides Juz. ex Tscherneva,Synonym,Arctium pentacanthoides,"(Juz. ex Tscherneva) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112868-1,exact_full
Cousinia perovskiensis (Bornm) Juz. ex Tscherneva,Cousinia perovskiensis (Bornm.) Juz. ex Tschern.,Accepted,Cousinia perovskiensis,(Bornm.) Juz. ex Tschern.,Asteraceae,Cousinia,Species,199186-1,exact_name_unique
"Cousinia platylepis Fisch., C.A. Mey. & Avé-Lall.","Cousinia platylepis Fisch., C.A.Mey. & Avé-Lall.",Accepted,Cousinia platylepis,"Fisch., C.A.Mey. & Avé-Lall.",Asteraceae,Cousinia,Species,199197-1,exact_full
Cousinia platystegia Tscherneva,Cousinia platystegia Tscherneva,Accepted,Cousinia platystegia,Tscherneva,Asteraceae,Cousinia,Species,199200-1,exact_full
Cousinia podophylla Tscherneva,Cousinia podophylla Tschern.,Accepted,Cousinia podophylla,Tschern.,Asteraceae,Cousinia,Species,199202-1,exact_name_unique
Cousinia polycephala Rupr.,Cousinia polycephala Rupr.,Accepted,Cousinia polycephala,Rupr.,Asteraceae,Cousinia,Species,199204-1,exact_full
Cousinia polytimetica Tscherneva,Cousinia polytimetica Tscherneva,Accepted,Cousinia polytimetica,Tscherneva,Asteraceae,Cousinia,Species,199206-1,exact_full
Cousinia praestans Tscherneva & Vved.,Cousinia praestans Tschern. & Vved.,Accepted,Cousinia praestans,Tschern. & Vved.,Asteraceae,Cousinia,Species,199211-1,exact_name_unique
Cousinia prolifera Jaub. & Spach,Cousinia prolifera Jaub. & Spach,Accepted,Cousinia prolifera,Jaub. & Spach,Asteraceae,Cousinia,Species,199214-1,exact_full
Cousinia proxima Juz.,Cousinia proxima Juz.,Accepted,Cousinia proxima,Juz.,Asteraceae,Cousinia,Species,199215-1,exact_full
Cousinia psammophila Kult.,Cousinia psammophila Kult.,Accepted,Cousinia psammophila,Kult.,Asteraceae,Cousinia,Species,199216-1,exact_full
Cousinia pseudoaffinis Kult.,Cousinia pseudaffinis Kult.,Accepted,Cousinia pseudaffinis,Kult.,Asteraceae,Cousinia,Species,199219-1,manual_alias
Cousinia pseudodshisakensis Tscherneva & Vved.,Cousinia pseudodshizakensis Tschern. & Vved.,Accepted,Cousinia pseudodshizakensis,Tschern. & Vved.,Asteraceae,Cousinia,Species,199222-1,canon_exact
Cousinia pseudolanata Popov ex Tscherneva,Cousinia pseudolanata Popov ex Tscherneva,Accepted,Cousinia pseudolanata,Popov ex Tscherneva,Asteraceae,Cousinia,Species,199223-1,exact_full
Cousinia pseudomollis C. Winkl.,Cousinia pseudomollis C.Winkl.,Accepted,Cousinia pseudomollis,C.Winkl.,Asteraceae,Cousinia,Species,199224-1,exact_full
Cousinia pterolepida Kult.,Cousinia pterolepida Kult.,Synonym,Arctium pterolepidum,"(Kult.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112862-1,exact_full
Cousinia pulchella Bunge,Cousinia pulchella Bunge,Accepted,Cousinia pulchella,Bunge,Asteraceae,Cousinia,Species,199230-1,exact_full
Cousinia pulchra C. Winkl.,Cousinia pulchra C.Winkl.,Accepted,Cousinia pulchra,C.Winkl.,Asteraceae,Cousinia,Species,199231-1,exact_full
Cousinia pungens Juz.,Cousinia pungens Juz.,Accepted,Cousinia pungens,Juz.,Asteraceae,Cousinia,Species,199233-1,exact_full
Cousinia pusilla C. Winkl.,Cousinia pusilla C.Winkl.,Accepted,Cousinia pusilla,C.Winkl.,Asteraceae,Cousinia,Species,199236-1,exact_full
Cousinia pygmaea C. Winkl.,Cousinia pygmaea C.Winkl.,Accepted,Cousinia pygmaea,C.Winkl.,Asteraceae,Cousinia,Species,199239-1,exact_full
Cousinia radians Bunge,Cousinia radians Bunge,Accepted,Cousinia radians,Bunge,Asteraceae,Cousinia,Species,199248-1,exact_full
Cousinia refracta (Bornm.) Juz.,Cousinia refracta (Bornm.) Juz.,Synonym,Arctium refractum,"(Bornm.) S.López, Romasch., Susanna & N.Garcia",Asteraceae,Arctium,Species,77112849-1,exact_full
Cousinia regelii C. Winkl.,Cousinia regelii C.Winkl.,Accepted,Cousinia regelii,C.Winkl.,Asteraceae,Cousinia,Species,199257-1,exact_full
Cousinia resinosa Juz.,Cousinia resinosa Juz.,Accepted,Cousinia resinosa,Juz.,Asteraceae,Cousinia,Species,199260-1,exact_full
Cousinia rhodantha Kult.,Cousinia rhodantha Kult.,Accepted,Cousinia rhodantha,Kult.,Asteraceae,Cousinia,Species,199264-1,exact_full
Cousinia rosea Kult.,Cousinia rosea Kult.,Accepted,Cousinia rosea,Kult.,Asteraceae,Cousinia,Species,199270-1,exact_full
Cousinia rotundifolia C. Winkl.,Cousinia rotundifolia C.Winkl.,Accepted,Cousinia rotundifolia,C.Winkl.,Asteraceae,Cousinia,Species,199271-1,exact_full
Cousinia sarawshanica C. Winkl.,Cousinia sarawschanica C.Winkl.,Accepted,Cousinia sarawschanica,C.Winkl.,Asteraceae,Cousinia,Species,199283-1,canon_exact
Cousinia scabrida Juz.,Cousinia scabrida Juz.,Accepted,Cousinia scabrida,Juz.,Asteraceae,Cousinia,Species,199286-1,exact_full
Cousinia schistoptera Juz.,Cousinia schistoptera Juz.,Accepted,Cousinia schistoptera,Juz.,Asteraceae,Cousinia,Species,199294-1,exact_full
Cousinia schmalhausenii C. Winkl.,Cousinia schmalhausenii C.Winkl.,Synonym,Arctium schmalhausenii,Kuntze,Asteraceae,Arctium,Species,178463-1,exact_full
Cousinia schtschurowskiana Regel & Schmalh.,Cousinia schtschurowskiana Regel & Schmalh.,Accepted,Cousinia schtschurowskiana,Regel & Schmalh.,Asteraceae,Cousinia,Species,199298-1,exact_full
Cousinia scleracantha Kult. ex Tscherneva,Cousinia scleracantha Kult.,Accepted,Cousinia scleracantha,Kult.,Asteraceae,Cousinia,Species,77181073-1,exact_name_unique
Cousinia sewerzowii Regel,Cousinia sewerzowii Regel,Accepted,Cousinia sewerzowii,Regel,Asteraceae,Cousinia,Species,199307-1,exact_full
Cousinia simulatrix C. Winkl.,Cousinia simulatrix C.Winkl.,Accepted,Cousinia simulatrix,C.Winkl.,Asteraceae,Cousinia,Species,199316-1,exact_full
Cousinia sogdiana Bornm.,Cousinia sogdiana Bornm.,Accepted,Cousinia sogdiana,Bornm.,Asteraceae,Cousinia,Species,199322-1,exact_full
Cousinia spiridonovii Juz.,Cousinia spiridonowii Juz.,Accepted,Cousinia spiridonowii,Juz.,Asteraceae,Cousinia,Species,199327-1,canon_exact
Cousinia sporadocephala Juz.,Cousinia sporadocephala Juz.,Accepted,Cousinia sporadocephala,Juz.,Asteraceae,Cousinia,Species,199329-1,exact_full
Cousinia spryginii Kult.,Cousinia spryginii Kult.,Accepted,Cousinia spryginii,Kult.,Asteraceae,Cousinia,Species,199330-1,exact_full
Cousinia stellaris Bornm.,Cousinia stellaris Bornm.,Accepted,Cousinia stellaris,Bornm.,Asteraceae,Cousinia,Species,199337-1,exact_full
Cousinia stricta Tscherneva,Cousinia stricta Tschern.,Accepted,Cousinia stricta,Tschern.,Asteraceae,Cousinia,Species,199348-1,exact_name_unique
Cousinia strobilocephala Tscherneva & Vved.,Cousinia strobilocephala Tschern. & Vved.,Accepted,Cousinia strobilocephala,Tschern. & Vved.,Asteraceae,Cousinia,Species,199350-1,exact_name_unique
Cousinia subcandicans Tscherneva,Cousinia subcandicans Tschern.,Accepted,Cousinia subcandicans,Tschern.,Asteraceae,Cousinia,Species,199354-1,exact_name_unique
Cousinia submutica Franch.,Cousinia submutica Franch.,Accepted,Cousinia submutica,Franch.,Asteraceae,Cousinia,Species,199358-1,exact_full
Cousinia sylvicola Bunge,Cousinia sylvicola Bunge,Accepted,Cousinia sylvicola,Bunge,Asteraceae,Cousinia,Species,199361-1,exact_full
Cousinia syrdariensis Kult.,Cousinia syrdarjensis Kult.,Accepted,Cousinia syrdarjensis,Kult.,Asteraceae,Cousinia,Species,199362-1,canon_exact
Cousinia tamarae Juz.,Cousinia tamarae Juz.,Accepted,Cousinia tamarae,Juz.,Asteraceae,Cousinia,Species,199368-1,exact_full
Cousinia tenella Fisch. & C.A. Mey.,Cousinia tenella Fisch. & C.A.Mey.,Accepted,Cousinia tenella,Fisch. & C.A.Mey.,Asteraceae,Cousinia,Species,199373-1,exact_full
Cousinia tianschanica Kult.,Cousinia tianschanica Kult.,Accepted,Cousinia tianschanica,Kult.,Asteraceae,Cousinia,Species,199383-1,exact_full
Cousinia tomentella C. Winkl.,Cousinia tomentella C.Winkl.,Synonym,Arctium tomentellum,(C.Winkl.) Kuntze,Asteraceae,Arctium,Species,178482-1,exact_full
Cousinia transoxana Tscherneva,Cousinia transoxana Tscherneva,Accepted,Cousinia transoxana,Tscherneva,Asteraceae,Cousinia,Species,199391-1,exact_full
Cousinia triceps Kult.,Cousinia triceps Kult.,Accepted,Cousinia triceps,Kult.,Asteraceae,Cousinia,Species,199394-1,exact_full
Cousinia trichophora Kult.,Cousinia trichophora Kult.,Accepted,Cousinia trichophora,Kult.,Asteraceae,Cousinia,Species,199395-1,exact_full
Cousinia triflora Schrenk,Cousinia triflora Schrenk,Synonym,Arctium triflorum,Kuntze,Asteraceae,Arctium,Species,178485-1,exact_full
Cousinia umbilicata Juz.,Cousinia umbilicata Juz.,Accepted,Cousinia umbilicata,Juz.,Asteraceae,Cousinia,Species,199405-1,exact_full
Cousinia umbrosa Bunge,Cousinia umbrosa Bunge,Synonym,Arctium umbrosum,(Bunge) Kuntze,Asteraceae,Arctium,Species,178487-1,exact_full
Cousinia verticillaris Bunge,Cousinia verticillaris Bunge,Accepted,Cousinia verticillaris,Bunge,Asteraceae,Cousinia,Species,199413-1,exact_full
Cousinia vicaria Kult.,Cousinia vicaria Kult.,Accepted,Cousinia vicaria,Kult.,Asteraceae,Cousinia,Species,199415-1,exact_full
Cousinia vvedenskyi Tscherneva,Cousinia vvedenskyi Tscherneva,Accepted,Cousinia vvedenskyi,Tscherneva,Asteraceae,Cousinia,Species,199418-1,exact_full
Cousinia waldheimiana Bornm.,Cousinia waldheimiana Bornm.,Accepted,Cousinia waldheimiana,Bornm.,Asteraceae,Cousinia,Species,199419-1,exact_full
Cousinia xanthina Bornm.,Cousinia xanthina Bornm.,Accepted,Cousinia xanthina,Bornm.,Asteraceae,Cousinia,Species,199429-1,exact_full
Cousiniopsis atractyloides (C. Winkl.) Nevski,Cousiniopsis atractyloides (C.Winkl.) Nevski,Accepted,Cousiniopsis atractyloides,(C.Winkl.) Nevski,Asteraceae,Cousiniopsis,Species,199437-1,exact_full
Crambe edentula Fisch. & C.A. Mey. ex Korsh.,Crambe edentula Fisch. & C.A.Mey. ex Korsh.,Accepted,Crambe edentula,Fisch. & C.A.Mey. ex Korsh.,Brassicaceae,Crambe,Species,77100379-1,exact_full
Crambe gordjaginii Spryg. & Popov,Crambe gordjagini Sprygin & Popov,Accepted,Crambe gordjagini,Sprygin & Popov,Brassicaceae,Crambe,Species,281642-1,canon_exact
Crambe kotschyana Boiss.,Crambe kotschyana Boiss.,Synonym,Crambe cordifolia subsp. kotschyana,(Boiss.) Jafri,Brassicaceae,Crambe,Subspecies,879122-1,exact_full
Crambe orientalis L.,Crambe orientalis L.,Accepted,Crambe orientalis,L.,Brassicaceae,Crambe,Species,281660-1,exact_full
Crambe schugnana Korsh.,Crambe schugnana Korsh.,Accepted,Crambe schugnana,Korsh.,Brassicaceae,Crambe,Species,281674-1,exact_full
Crataegus dzhairensis Vassilcz.,Crataegus dzhairensis Vassilcz.,Accepted,Crataegus dzhairensis,Vassilcz.,Rosaceae,Crataegus,Species,723311-1,exact_full
Crataegus ferganensis Pojark.,Crataegus ferganensis Pojark.,Accepted,Crataegus ferganensis,Pojark.,Rosaceae,Crataegus,Species,723376-1,exact_full
